title,url,summary,category,source,full_content,cluster_label
Reform offers home working jobs despite vow to end working from home,https://www.independent.co.uk/news/uk/politics/reform-uk-farage-work-from-home-b2744956.html,,politics,independent,"Reform UK is offering staff the chance to work from home despite vowing to scrap remote working when it takes over councils, it has emerged.

A job advert for Reform’s south central regional director promises “ home working with occasional travel within the region”.

The £50,000-per-year role is being advertised online just days after Reform leader Nigel Farage promised that nobody working for a Reform-run council will be allowed to do so from home.

After taking control of 10 councils, Mr Farage said those with jobs relating to climate change or diversity or who work from home “all better really be seeking alternative careers very, very quickly”.

Asked what his party’s priority would be, Mr Farage told BBC Radio 4’s Today programme: “We are deeply dissatisfied with the way that county councils and unitaries in Britain have been running their budgets.

“We look at the millions a year being spent, in many cases, on consultants. We look at the money being spent on climate change; on areas that county councils, frankly, shouldn’t even be getting involved in.”

He added: “No more work from home, increased productivity. That won’t be a magic wand, it won’t solve every problem, but it will be a good start and we’ll be judged on that.”

Sharing the Reform job advert, Labour’s Stella Creasy said the hypocrisy was “glorious”. “Apparently if you want to work for Reform, you can work from home,” she added. Several other Reform job adverts offered applicants home working.

She told The Independent : “Flexible working allows people to do the school run, it helps cut commuting costs and it means those with disabilities are more likely to find work.

“It means jobs are open to a wider pool of talent and its associated with better employee wellbeing and productivity - no wonder Reform offering it for their own staff. I just wish they'd stop trying to make life harder for everyone elses families.”

Reform said the regional organisers cannot easily attend the party’s single London office, but staff based in the capital work from the office five days a week.

The job posting came as The Independent revealed Reform mayor Dame Andrea Jenkyns ’ vow to get rid of council diversity officers as one of her first acts in Lincolnshire has fallen flat as the county council doesn’t employ any.

Mr Farage and Dame Andrea put getting rid of diversity, equity and inclusion (DEI) officers at the top of their agenda as they impose their own version of Elon Musk ’s cost-cutting Doge on the county.

Ms Jenkyns said: “We are going to have a Lincolnshire Doge . We are going to ensure that we get rid of diversity officers because amazingly Lincolnshire County Council is now Reform controlled. That is a historic moment.”

However, The Independent unearthed a freedom of information answer from Lincolnshire County Council, where Reform now has a majority, stating: “Lincolnshire County Council does not employ any diversity, equity and inclusion (DEI) officers.”

The council had been asked how many DEI officers it employed and what their salaries were. The answer was issued in March just before the local election campaign began in the county.

But in response, Ms Jenkyns told The Independent that another one of the three councils under her remit as the combined authority in the county, North Lincolnshire Council, does have diversity officers.",3
Starmer ‘known around the world for winter fuel payment cuts’,https://www.independent.co.uk/news/uk/politics/starmer-winter-fuel-payments-local-elections-b2745018.html,,politics,independent,"Sir Keir Starmer is known around the world for taking winter fuel payments from millions of pensioners, a top economist has said.

The prime minister ’s decision to means test the payment , which affected around 10 million pensioners, has had a “much bigger” reputational effect than expected, Paul Johnson added.

Mr Johnson, boss of the influential Institute for Fiscal Studies (IFS), told Times Radio : “I was talking to the head of an international insurance company recently who said that the one thing everyone around the world knows about this government is that it's taking money away from helping the cost of fuel for pensioners.

“So it's one of those things which actually from a sort of fiscal point of view is pretty small but has turned out, I think, to be much bigger from a political and reputational point of view than the government expected.”

Polling firm More in Common has found that Sir Keir’s winter fuel cuts are Labour ’s most damaging policy in government.

More of the public are aware of the change than any of Labour’s other policies, while around two thirds of voters dislike the policy.

More in Common director Luke Tryl has described it as Labour’s “original sin” and said it had a major impact on the party’s disastrous performance in last week’s local elections.

The measure, announced by Rachel Reeves weeks after Labour came to power in July, is expected to save the government around £1.5bn, but will push more than 100,000 pensioners into poverty.

IFS director Mr Johnson said it is a “perfectly sensible thing to do” as much of the payment previously went to wealthier people who could afford to pay for it.

But after the local elections, one of Labour’s re-elected mayors hit out at Sir Keir over the winter fuel cuts, while a group of left-wing MPs demanded a change of course from the PM.

Ros Jones, who was narrowly re-elected as mayor of Doncaster, beating the Reform candidate by just under 700 votes, told the BBC: “I wrote as soon as the winter fuel allowance was actually mooted, and I said it was wrong, and therefore I stepped in immediately and used our household support fund to ensure no-one in Doncaster went cold during the winter.”

Left-wing Labour MP Kim Johnson was among a group of backbenchers warning that Sir Keir’s current approach is leaving the door open to Reform UK and the far right.

“Voters want change – and if we don’t offer it with bold, hopeful policies that rebuild trust, the far right will,” she wrote on X.

Sir Keir defended the “tough decisions” he has taken in power, including winter fuel cuts, arguing that Labour “inherited a broken economy”.

He added: “Maybe other prime ministers would have walked past that, pretended it wasn’t there … I took the choice to make sure our economy was stable.”

The prime minister went on: “Yes, they were tough decisions, they were the right decisions. Because of those decisions we are now seeing waiting lists coming down, something people desperately want.

“Because of that, pensioners are now £470 up as of last month. These are really important changes we’ve brought about, but yes, they’re political choices.”

A government spokesperson said: “Our priority is ensuring pensioners receive the financial support they deserve and over 12 million will benefit from our commitment to protect the Triple Lock.

“We’ve also boosted Pension Credit claims, with the Department receiving around 105,000 extra applications since the previous year and made nearly 50,000 extra awards over the same period.

“Alongside this, we’ve increased the National Living Wage, uprated benefits, and are helping over one million households by introducing a Fair Repayment Rate on Universal Credit deductions, putting more money in people’s pockets as part of our Plan for Change.”",3
Romanian premier resigns after his coalition's candidate fails to advance to presidential runoff,https://www.independent.co.uk/news/uk/politics/bucharest-european-union-b2745159.html,,politics,independent,"Romanian Prime Minister Marcel Ciolacu announced his resignation on Monday, a day after the governing coalition’s joint candidate failed to advance to the runoff in the European Union country’s critical presidential election rerun.

The coalition’s candidate, Crin Antonescu, finished third in Sunday’s first round vote, putting him narrowly behind Bucharest Mayor Nicusor Dan, and far behind hard-right nationalist George Simion — who decisively took first place.

“Rather than let the future president replace me, I decided to resign myself,” Ciolacu, who came third in last year’s annulled presidential election, told reporters after a meeting at the headquarters of his Social Democratic Party, or PSD.

Before the meeting Monday, Ciolacu stated that one of the conditions of forming the coalition last December was to field a common candidate to win the presidency.",3
Row breaks out over Reform banning Ukraine flags from town halls,https://www.independent.co.uk/news/uk/politics/reform-ukraine-flags-farage-b2745470.html,,politics,independent,"Reform UK will ban councils from flying Ukraine ’s flag in support of the war-torn country , allowing only the union, county and St George’s flags on council buildings.

Councils across the country have flown the blue and yellow flag of Ukraine since Russia’s full-scale invasion in 2022 to show solidarity with the Ukrainian people.

“ No other flags will be permitted to be flown on its flagpoles, balconies, reception desks or council chamber walls,” chairman Zia Yusuf said.

As well as banning the Ukraine flag, Reform’s plan would prevent councils from displaying pride flags.

After a stunning set of local elections last week, Reform has taken control of 10 councils – Durham , Kent , Lancashire , Staffordshire , Nottinghamshire , Derbyshire , Doncaster , North Northamptonshire, West Northamptonshire and Lincolnshire.

Labour MP and veteran Mike Tapp said: “As VE Day reminds us, Britain has a proud history of working with allies to defeat dictators and tyrants.

“It tells you all you need to know about Nigel Farage ’s Reform that their very first act after winning elections is to ban the Ukrainian flag from our town halls, in this of all weeks.

“But while it is sickening, it should come as no surprise: Farage told us that Vladimir Putin is the world leader he most admires.

“Farage and Reform councillors should stop sucking up to Moscow and drop their ban on flying the Ukrainian flag immediately.”

Labour has repeatedly attacked Reform over Mr Farage’s past comments about Putin, including saying he is the leader he most admires and saying the West “provoked” Russia’s invasion of Ukraine.

Sir Keir Starmer said recently: “Nigel Farage is fawning over Putin.

“That’s not patriotism. That is not what working people need.”

Labour MP James Frith added: “On VE Day, we remember Britain’s proud tradition of standing with allies against tyrants.

“It speaks volumes that Reform’s first act after their election gains is to ban the Ukrainian flag in the very week we honour the fight against dictatorship.

“Farage and his councillors should stop pandering to Moscow and scrap this disgraceful ban now.”

The Liberal Democrats said the party is “really proud of the way communities across the country have come together to show our support for Ukraine or Armed Forces Day”.

A spokesman added: “It would be a real shame if Reform councillors block their communities from flying the flag for our brave British troops and our allies against Putin, all for the sake of some meaningless virtue-signalling.”

A Reform spokesman said: “ Reform UK will proudly fly the union jack , St George’s flag and county flags. Unlike Labour, we are proud of our country and history.”",3
Romania appoints interim PM after coalition's defeat in presidential race,https://www.independent.co.uk/news/uk/politics/romania-bucharest-european-union-nato-moscow-b2745491.html,,politics,independent,"Romania’s interim president appointed a new prime minister on Tuesday, a day after Marcel Ciolacu stepped down following the failure of his coalition’s candidate to make the runoff in a rerun of the presidential election.

Ilie Bolojan signed a decree to appoint the serving interior minister, Catalin Predoiu of the National Liberal Party, to helm the government until a new one can be formed. The interim post can be held for a maximum of 45 days, during which they have limited executive powers.

The shake-up comes after the coalition’s candidate, Crin Antonescu, came third in Sunday’s first round presidential vote, far behind top finisher hard-right nationalist George Simion and pro-Western reformist Bucharest Mayor Nicusor Dan.

After casting his ballot on Sunday, the 56-year-old veteran politician Predoiu said he voted for a presidency that “will ensure balance, cooperation and dialogue in political life” and called it an “important moment for the whole country.”

Romania held the rerun months after a top court annulled the previous race following allegations of electoral violations and Russian interference, which Moscow has denied. The unprecedented decision plunged Romania into its worst political crisis in decades.

Sunday’s vote underscored strong anti-establishment sentiment among voters and signaled a power shift away from traditional mainstream parties. It also renewed the political uncertainty that has gripped the European Union and NATO member country.

Ciolacu, who came third in last year’s voided presidential race, told reporters Monday outside the headquarters of his Social Democratic Party, or PSD, “Rather than let the future president replace me, I decided to resign myself.”

He added that one aim of forming the coalition last December — after the failed election — was to field a common candidate to win the presidency. After Sunday’s result, he said the coalition now “lacks any credibility.” It is made up of the leftist PSD, the center-right National Liberal Party, the small ethnic Hungarian UDMR party and national minorities.

Sunday’s vote was the second time in Romania’s post-communist history, including the voided election cycle, that the PSD party did not have a candidate in the second round of a presidential race.

As in many EU countries, anti-establishment sentiment is running high in Romania, fueled by high inflation, a large budget deficit and a sluggish economy. Observers say the malaise has bolstered support for nationalist and far-right figures like Calin Georgescu, who won the first round in the canceled presidential election. He is under investigation and barred from the rerun.

Simion, the 38-year-old frontrunner in Sunday’s vote and the leader of the Alliance for the Unity of Romanians, will face Dan in a runoff on May 18 that could reshape the country’s geopolitical direction.

In 2019, Simion founded the AUR party, which rose to prominence in a 2020 parliamentary election by proclaiming to stand for “family, nation, faith and freedom.” It has since become Romania’s second-largest party in the legislature.

Dan, a 55-year-old mathematician and former anti-corruption activist who founded the Save Romania Union party in 2016, ran on a pro-EU platform. He told the media early Monday that “a difficult second round lies ahead, against an isolationist candidate.”",3
"Wave of retailer hacking incidents ‘a wake-up call’, minister to say",https://www.independent.co.uk/news/uk/politics/pat-mcfadden-government-marks-spencer-spencer-manchester-b2744030.html,,politics,independent,"A wave of cyber attacks should be “a wake-up call” for every business in the country, a senior minister will say.

Harrods became the latest high-profile UK retailer to fall victim to hacking in recent days, after a serious ransomware attack on Marks & Spencer forced the company to suspend online orders and halt recruitment.

Cabinet Office minister Pat McFadden will use a keynote speech to urge companies to treat cyber security “as an absolute priority”.

Speaking at the CyberUK conference in Manchester next week, Chancellor of the Duchy of Lancaster Mr McFadden will say: “These attacks need to be a wake-up call for every business in the UK.

“In a world where the cybercriminals targeting us are relentless in their pursuit of profit – with attempts being made every hour of every day – companies must treat cybersecurity as an absolute priority.

“We’ve watched in real time the disruption these attacks have caused, including to working families going about their everyday lives.

“It serves as a powerful reminder that just as you would never leave your car or your house unlocked on your way to work, we have to treat our digital shop fronts the same way.”

The National Cyber Security Centre (NCSC) is working closely with affected organisations to fully understand the nature of the attacks, the Government said.

M&S confirmed on Thursday it had taken down all job adverts from its careers website while it dealt with the fallout.

A message on the site told prospective applicants: “Sorry you can’t search or apply for roles right now, we’re working hard to be back online as soon as possible.”

The London-based retailer employs about 65,000 people and has seen its operations disrupted since the Easter weekend.

Contactless payments were affected, and click-and-collect services halted, though contactless has since been restored.

Meanwhile, the Co-op Group has also been affected by an attempted hack, prompting it to shut down parts of its IT infrastructure.

While its shops and funeral services continue to trade, staff have reportedly been instructed to keep cameras on and verify identities during all remote meetings.

The Metropolitan Police has launched an investigation into the attack on M&S.

Mr McFadden, who led a briefing with national security officials and the NCSC on Friday, will set out the action the Government is taking to boost the country’s cyber protections in his speech.

He will say: “We’re modernising the way the state approaches cyber, through the Cyber Security and Resilience Bill. That legislation will bolster our national defences.

“It will grant new powers for the Technology Secretary to direct regulated organisations to reinforce their cyber defences. It will require over 1,000 private IT providers to improve their data and network security.

“It will require companies to report a wider array of cyber incidents to the NCSC in the future – to help us build a clearer picture of who, and what, hostile actors are targeting.”",3
Tory MPs to meet to discuss ousting Kemi Badenoch as leader,https://www.independent.co.uk/news/uk/politics/kemi-badenoch-conservative-leader-tories-b2745085.html,,politics,independent,"Tory MPs will hold meetings this week to discuss how to remove their leader, Kemi Badenoch, as panic grows over the future of the party following Reform’s success in the local elections.

Two senior backbenchers have confirmed to The Independent that they are calling meetings with fellow parliamentarians to discuss ousting the Conservative Party leader .

“We cannot continue as we are and she [Ms Badenoch] is just not up to the task,” one of the MPs said.

The moves come after the Tories lost 15 councils and 674 seats last week in devastating results which put the future of the party at risk. At the same time, Nigel Farage declared his party has now taken the place of the Conservatives as the main opposition to Labour as it won 676 seats and overall control of 10 councils.

One Conservative MP said: “These results were actually worse than last year’s general election. We have somehow gone backwards.”

It is understood that a number of Tories have also contacted Robert Jenrick to stand again for the leadership just six months after he failed in his first attempt. While some of those plotting were his supporters it is being claimed that the discussions on Ms Badenoch’s future “go beyond the usual suspects”.

There are claims that former foreign secretary Sir James Cleverly is also positioning himself for a potential leadership contest as a centrist alternative to the right-wing Mr Jenrick.

Over the weekend, Sir James told GB News that Ms Badenoch “knows she has my full support” but said he could “rule nothing out and nothing in” regarding a potential leadership bid should there be a vacancy.

Critics of Ms Badenoch in the parliamentary party have spoken of their frustration over a lack of a strategy to deal with Reform.

In particular an attempt to get her support for an anti-Reform attack unit, with the help of former allies of Mr Farage from Ukip and the Brexit Party who have joined the Tories, fell on deaf ears despite support from grandee Brexiteer Sir Bill Cash.

One senior backbencher said: “I feel like I have been banging my head against a brick wall trying to find out what the strategy is to take on Farage and Reform. There has been nothing.”

Mr Jenrick, the shadow justice secretary, noticeably posted on X how all the Tory council candidates in his Newark seat had won on a day which saw hundreds of Tory councillors lose their seats.

He spent the weekend doing party fundraisers in different parts of the country.

Pollster Luke Tryl from More in Common suggested that the Tories have 12 months to turn things around.

But one MP said: “If we give Kemi another year it could be curtains for us. There are no policies, no ideas, no strategy and she has no charisma.”

MPs are calculating that once safe seats in East Anglia, Essex, Kent and across the south of England and shires would fall based on last week’s results.

There are also complaints about her choice of senior staff, especially ex-MPs like Rachel MacLean and Therese Coffey.

“They just don’t seem to understand the trouble we are in,” another MP said.

However, Tory MPs also are concerned that the updated rules meaning a third of them (currently 41 MPs) are needed to trigger a vote of confidence with letters to the 1922 Committee chair Bob Blackman.

While MPs are not putting their names on the record calling for Ms Badenoch to go yet, other Conservatives have.

Jason Smithers, the former Tory leader of North Northamptonshire Council, called for Ms Badenoch to go following the results, saying: “I can’t see how a leader of a party can stay on with such terrible results across the country.”

Phillip Blond, director of the ResPublica think tank and a former adviser to David Cameron, has also called for Ms Badenoch to go.

He posted on X (Twitter): “Our leadership post the GE has been astoundingly poor. All Badenoch has offered is inertia and inaction. She has allowed Reform to establish bulwarks on her flank that now look unbreachable,” adding, “Regrettably we do need a new leader, and this surely can only be Robert Jenrick . Reform can be challenged, but not under Badenoch. The alternative is doing nothing and becoming nothing.”

But Ms Badenoch has made it clear she intends to go nowhere.

Ms Badenoch told the BBC’s Laura Kuenssberg the idea that changing leaders can bring success is wrong, arguing that her party’s current predicament isn’t “going to be fixed after six months”. She added: “This is not about winning elections; this is about fixing our country.”

However, Ms Badenoch’s BBC interview appears to have made MPs more anxious.

One senior MP said: “She is talking as though we have lots of time to turn things around. We do not. It may even be too late already.

“She has left a huge space for Nigel Farage to fill.”

Shadow cabinet members are trying to calm nerves, telling Tory MPs not to try to move against Ms Badenoch, arguing she “needs time”.",3
Reform UK councillor quits party just days after election,https://www.independent.co.uk/news/uk/politics/reform-councillor-suspended-farage-local-elections-b2745444.html,,politics,independent,"A newly elected councillor has quit Reform UK after she was suspended over a social media post just days after being elected.

Donna Edmunds, who was elected in Hodnet in Shropshire , was suspended for writing on X, formerly Twitter, that she was planning to defect from the party after the local elections.

Ms Edmunds on Sunday had written on the platform that she had been suspended from the party “pending an investigation”.

She had previously posted about waiting for the party’s ousted MP Rupert Lowe to set up a challenger party “and then I will defect”.

When trying to quit the party, Ms Edmund found that her only option was to cancel the auto-renewal of her payment, so she technically will remain a member until the year is up.

But she launched a tirade against Reform UK leader Nigel Farage , declaring that he “must never be prime minister” and is a “terrible leader”.

She said: “A good leader knows that you bring your team with you, that you champion their successes as the team’s successes.

“A bad leader claims personal credit for every win and stabs people in the back.”

Ms Edmunds also said she no longer has to “watch what I say” and so called for the jailed far right activist Tommy Robinson to be freed from jail, describing him as a “political prisoner”.

Her suspension and decision to quit the party just days after the local elections marks a chaotic start to Reform’s life as a party of government, having won control of ten councils as well as the mayoralties of Greater Lincolnshire and Hull and East Yorkshire.

The party also came under fire on Monday for vowing to ban all flags from council buildings except the Union Jack and St George’s flag , meaning Ukraine and pride flags would be barred from being flown by public authorities. Reform was later forced to clarify that county flags would also be allowed.

It also came as The Independent revealed Reform mayor Dame Andrea Jenkyns ’ vow to get rid of council diversity officers as one of her first acts in Lincolnshire has fallen flat as the county council doesn’t employ any.

And it emerged the party offers home working despite having vowed to put an end to working from home in local authorities it controls.

A Reform UK spokesman said: ""The reason for her suspension is that she posted on social media that she intended to defect to another party. We will not comment further until the completion of the investigation.""

Mr Farage hailed the results as “the end of two-party politics” and “the death of the Conservative Party” as Reform picked up 10 councils and more than 600 seats in Thursday’s poll.

As the Tories faced a Reform surge in the North and parts of the Midlands, the Lib Dems put the squeeze on their vote further south, gaining more than 100 councillors.

Labour also suffered a devastating set of results, losing a by-election in one of its safest seats as well as 187 councillors.

Responding to The Independent , Ms Edmunds described Reform as a “cult at war with its own grassroots”. She said: “Reform HQ is at war with its own grassroots. How else to explain Farage's completely unwarranted attack, yet again, on those of us who have been calling for more democracy within the party, made during the VE Day celebrations coverage?

“I thought I was joining a party. It turned out I had joined a cult. Because I remain loyal to the grassroots party members, whom I hope to see thrive, I cannot stand silently by as the cult's leader wages war against them.”",3
Poll: Should Labour reverse the cuts to winter fuel payments?,https://www.independent.co.uk/news/uk/politics/winter-fuel-payments-reverse-labour-b2745621.html,,politics,independent,"The fallout from last week’s bruising local elections has ignited fierce debate over Labour’s decision to cut winter fuel payments for millions of pensioners – a move many insiders believe played a decisive role in the party’s poor showing at the polls.

Labour lost nearly two-thirds of its councillors and even surrendered one of its safest parliamentary seats in Runcorn and Helsby to Reform UK.

On doorsteps across the country, the means-testing of winter fuel payments surfaced repeatedly as a key issue.

Chancellor Rachel Reeves introduced the cuts shortly after Labour came to power, arguing they were necessary to help plug a £22bn black hole in the public finances.

The government says the savings are being redirected to the NHS and schools, but critics warn the policy risks pushing over 100,000 pensioners into poverty.

Now, pressure is mounting on Sir Keir Starmer to rethink the cuts, with Wes Streeting hinting at a U-turn . Other senior Labour figures, backbench MPs and local leaders have previously called for a reversal of the cuts, warning the party risks alienating core voters.

So we’re asking: what should happen next with the winter fuel payments?

Vote in our poll and share your thoughts in the comments below.",3
Former MP who punched constituent blames Starmer for by-election loss,https://www.independent.co.uk/news/uk/politics/starmer-runcorn-amesbury-reform-winter-fuel-b2745489.html,,politics,independent,"The ex-Labour MP who drunkenly punched a constituent has blamed Sir Keir Starmer ‘s winter fuel cuts for the party’s loss of the once safe seat he held.

Mike Amesbury, who quit parliament after being convicted of assault, said Labour’s loss in Runcorn and Helsby last week was due to “ some big political mistakes from the government ”.

“I sincerely hope Keir Starmer, the Labour prime minister, and the chancellor, Rachel Reeves , not only listen, but learn and respond ,” he told BBC Radio 4’s Today programme.

Asked whether he felt responsible for having sparked the by-election by attacking 45-year-old constituent Paul Fellows, he pointed to Labour’s losses elsewhere in what was a disastrous set of local election results.

As well as losing Runcorn to Reform by just six votes, Labour lost 187 councillors across England.

Mr Amesbury said: “The constituents of Durham or up and down the country did not vote how they did because of my mistake.”

But the ex-MP expressed regret for the incident, saying: “I live that moment every day of my life. Of course I regret that, and if I could turn back the clock and change things that evening I would have done the right thing and walked away.”

He added: “I’ve paid a price and I will learn from those mistakes. And politically I want this government to succeed.”

And he warned the government must not continue making “political mistakes”, citing Sir Keir’s winter fuel cuts and cuts to disability benefits.

In a plea to his former colleagues, Mr Amesbury added: “People on those benches, now is the time to say, you are not being disloyal, but say ‘come on now’ to the leadership, ‘just think again on this’.

“If we are serious about having two terms of a Labour government transforming this country for the better, we have got to listen to the electorate and do the right thing.”

Labour’s decision to means test winter fuel payments payment, which affected around 10 million pensioners, was seen as one of the biggest factors in its dire local election performance.

More of the public are aware of the change than any of Labour’s other policies, while around two-thirds of voters dislike the policy.

More in Common director Luke Tryl has described it as Labour’s “original sin” and said it had a major impact on the party’s disastrous performance last week.

And on Monday the director of the influential Institute for Fiscal Studies think tank warned Sir Keir has become “known around the world” for the winter fuel cuts .

Paul Johnson told Times Radio: “I was talking to the head of an international insurance company recently who said that the one thing everyone around the world knows about this government is that it's taking money away from helping the cost of fuel for pensioners.

“So it's one of those things which actually from a sort of fiscal point of view is pretty small but has turned out, I think, to be much bigger from a political and reputational point of view than the government expected.”

But on Tuesday health secretary Wes Streeting defended the cuts, arguing the money saved is being invested in the NHS and improving Britain’s state schools.

He said Labour has “had to do a lot of heavy lifting to get the country out of the hole it was left in”.

Discussing the fallout of the drunken incident last October, Mr Amesbury said what has occurred since has been “like being buried alive… I am in the position through my own fault and own mistakes”.",3
